Ontario,34.0633443,-117.6508876
Quebec,52.9399159,-73.5491361
Nova Scotia,44.6819866,-63.744311
New Brunswick,40.4862157,-74.4518188
Manitoba,53.7608608,-98.8138763
British Columbia,53.7266683,-127.6476206
Prince Edward Island,46.510712,-63.4168136
Saskatchewan,52.9399159,-106.4508639
Alberta,53.9332706,-116.5765035
Newfoundland and Labrador,53.1355091,-57.6604364
Northwest Territories,64.8255441,-124.8457334
Yukon,64.2823274,-135.0
Nunavut,70.2997711,-83.1075769
